YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2012/10,All Fire/Emergency Incidents,Citywide,"46,883",05:08
2012/10,All Fire/Emergency Incidents,Manhattan,"11,079",04:59
2012/10,All Fire/Emergency Incidents,Bronx,"8,740",05:02
2012/10,All Fire/Emergency Incidents,Staten Island,"2,898",05:42
2012/10,All Fire/Emergency Incidents,Brooklyn,"13,713",04:45
2012/10,All Fire/Emergency Incidents,Queens,"10,453",05:43
2012/10,False Alarm,Citywide,"1,924",04:51
2012/10,False Alarm,Manhattan,420,04:45
2012/10,False Alarm,Bronx,473,04:54
2012/10,False Alarm,Staten Island,132,05:26
2012/10,False Alarm,Brooklyn,427,04:45
2012/10,False Alarm,Queens,472,04:49
2012/10,Medical Emergencies,Citywide,"18,088",04:16
2012/10,Medical Emergencies,Manhattan,"4,918",04:28
2012/10,Medical Emergencies,Bronx,"3,343",04:18
2012/10,Medical Emergencies,Staten Island,839,04:46
2012/10,Medical Emergencies,Brooklyn,"5,391",03:53
2012/10,Medical Emergencies,Queens,"3,597",04:27
2012/10,Medical False Alarm,Citywide,271,04:20
2012/10,Medical False Alarm,Manhattan,78,04:30
2012/10,Medical False Alarm,Bronx,62,04:25
2012/10,Medical False Alarm,Staten Island,9,04:15
2012/10,Medical False Alarm,Brooklyn,71,03:39
2012/10,Medical False Alarm,Queens,51,04:58
2012/10,NonMedical Emergencies,Citywide,"23,024",05:48
2012/10,NonMedical Emergencies,Manhattan,"4,954",05:26
2012/10,NonMedical Emergencies,Bronx,"4,231",05:35
2012/10,NonMedical Emergencies,Staten Island,"1,713",06:12
2012/10,NonMedical Emergencies,Brooklyn,"6,598",05:28
2012/10,NonMedical Emergencies,Queens,"5,528",06:34
2012/10,NonStructural Fires,Citywide,"1,217",05:07
2012/10,NonStructural Fires,Manhattan,247,04:44
2012/10,NonStructural Fires,Bronx,159,05:00
2012/10,NonStructural Fires,Staten Island,62,06:14
2012/10,NonStructural Fires,Brooklyn,443,04:47
2012/10,NonStructural Fires,Queens,306,05:49
2012/10,Structural Fires,Citywide,"2,359",04:24
2012/10,Structural Fires,Manhattan,462,04:20
2012/10,Structural Fires,Bronx,472,04:24
2012/10,Structural Fires,Staten Island,143,04:51
2012/10,Structural Fires,Brooklyn,783,04:02
2012/10,Structural Fires,Queens,499,04:53
2012/11,All Fire/Emergency Incidents,Citywide,"47,246",05:06
2012/11,All Fire/Emergency Incidents,Manhattan,"10,745",04:53
2012/11,All Fire/Emergency Incidents,Bronx,"8,090",04:58
2012/11,All Fire/Emergency Incidents,Staten Island,"3,100",05:18
2012/11,All Fire/Emergency Incidents,Brooklyn,"13,664",04:39
2012/11,All Fire/Emergency Incidents,Queens,"11,647",05:50
2012/11,False Alarm,Citywide,"1,710",04:55
2012/11,False Alarm,Manhattan,341,04:58
2012/11,False Alarm,Bronx,367,04:50
2012/11,False Alarm,Staten Island,174,05:05
2012/11,False Alarm,Brooklyn,422,04:26
2012/11,False Alarm,Queens,406,05:23
2012/11,Medical Emergencies,Citywide,"16,426",04:26
2012/11,Medical Emergencies,Manhattan,"4,234",04:28
2012/11,Medical Emergencies,Bronx,"3,118",04:28
2012/11,Medical Emergencies,Staten Island,869,04:39
2012/11,Medical Emergencies,Brooklyn,"4,736",04:07
2012/11,Medical Emergencies,Queens,"3,469",04:47
2012/11,Medical False Alarm,Citywide,242,04:17
2012/11,Medical False Alarm,Manhattan,65,04:31
2012/11,Medical False Alarm,Bronx,47,04:16
2012/11,Medical False Alarm,Staten Island,14,04:04
2012/11,Medical False Alarm,Brooklyn,69,03:46
2012/11,Medical False Alarm,Queens,47,04:51
2012/11,NonMedical Emergencies,Citywide,"24,979",05:33
2012/11,NonMedical Emergencies,Manhattan,"5,245",05:11
2012/11,NonMedical Emergencies,Bronx,"3,803",05:24
2012/11,NonMedical Emergencies,Staten Island,"1,820",05:39
2012/11,NonMedical Emergencies,Brooklyn,"7,206",05:05
2012/11,NonMedical Emergencies,Queens,"6,905",06:24
2012/11,NonStructural Fires,Citywide,"1,386",04:43
2012/11,NonStructural Fires,Manhattan,311,04:28
2012/11,NonStructural Fires,Bronx,193,04:56
2012/11,NonStructural Fires,Staten Island,81,04:56
2012/11,NonStructural Fires,Brooklyn,458,04:22
2012/11,NonStructural Fires,Queens,343,05:16
2012/11,Structural Fires,Citywide,"2,503",04:09
2012/11,Structural Fires,Manhattan,549,04:16
2012/11,Structural Fires,Bronx,562,04:13
2012/11,Structural Fires,Staten Island,142,04:41
2012/11,Structural Fires,Brooklyn,773,03:42
2012/11,Structural Fires,Queens,477,04:32
2012/12,All Fire/Emergency Incidents,Citywide,"40,296",04:42
2012/12,All Fire/Emergency Incidents,Manhattan,"10,447",04:53
2012/12,All Fire/Emergency Incidents,Bronx,"7,838",04:53
2012/12,All Fire/Emergency Incidents,Staten Island,"2,272",04:58
2012/12,All Fire/Emergency Incidents,Brooklyn,"11,380",04:14
2012/12,All Fire/Emergency Incidents,Queens,"8,359",04:54
2012/12,False Alarm,Citywide,"1,451",04:41
2012/12,False Alarm,Manhattan,327,04:51
2012/12,False Alarm,Bronx,369,04:55
2012/12,False Alarm,Staten Island,104,04:45
2012/12,False Alarm,Brooklyn,356,04:11
2012/12,False Alarm,Queens,295,04:47
2012/12,Medical Emergencies,Citywide,"18,147",04:22
2012/12,Medical Emergencies,Manhattan,"4,892",04:33
2012/12,Medical Emergencies,Bronx,"3,309",04:27
2012/12,Medical Emergencies,Staten Island,954,04:36
2012/12,Medical Emergencies,Brooklyn,"5,200",03:58
2012/12,Medical Emergencies,Queens,"3,792",04:35
2012/12,Medical False Alarm,Citywide,268,04:14
2012/12,Medical False Alarm,Manhattan,70,04:34
2012/12,Medical False Alarm,Bronx,50,04:10
2012/12,Medical False Alarm,Staten Island,3,05:03
2012/12,Medical False Alarm,Brooklyn,83,03:42
2012/12,Medical False Alarm,Queens,62,04:36
2012/12,NonMedical Emergencies,Citywide,"17,209",05:04
2012/12,NonMedical Emergencies,Manhattan,"4,408",05:14
2012/12,NonMedical Emergencies,Bronx,"3,475",05:17
2012/12,NonMedical Emergencies,Staten Island,"1,055",05:21
2012/12,NonMedical Emergencies,Brooklyn,"4,733",04:35
2012/12,NonMedical Emergencies,Queens,"3,538",05:14
2012/12,NonStructural Fires,Citywide,855,04:26
2012/12,NonStructural Fires,Manhattan,237,04:35
2012/12,NonStructural Fires,Bronx,123,04:55
2012/12,NonStructural Fires,Staten Island,35,04:23
2012/12,NonStructural Fires,Brooklyn,257,03:57
2012/12,NonStructural Fires,Queens,203,04:37
2012/12,Structural Fires,Citywide,"2,366",04:04
2012/12,Structural Fires,Manhattan,513,04:10
2012/12,Structural Fires,Bronx,512,04:08
2012/12,Structural Fires,Staten Island,121,04:32
2012/12,Structural Fires,Brooklyn,751,03:39
2012/12,Structural Fires,Queens,469,04:27
2013/01,All Fire/Emergency Incidents,Citywide,"40,856",04:46
2013/01,All Fire/Emergency Incidents,Manhattan,"10,609",04:51
2013/01,All Fire/Emergency Incidents,Bronx,"7,715",04:57
2013/01,All Fire/Emergency Incidents,Staten Island,"2,246",05:10
2013/01,All Fire/Emergency Incidents,Brooklyn,"11,999",04:21
2013/01,All Fire/Emergency Incidents,Queens,"8,287",05:00
2013/01,False Alarm,Citywide,"1,299",04:41
2013/01,False Alarm,Manhattan,292,04:46
2013/01,False Alarm,Bronx,307,04:51
2013/01,False Alarm,Staten Island,110,05:03
2013/01,False Alarm,Brooklyn,345,04:09
2013/01,False Alarm,Queens,245,05:00
2013/01,Medical Emergencies,Citywide,"17,708",04:18
2013/01,Medical Emergencies,Manhattan,"4,534",04:26
2013/01,Medical Emergencies,Bronx,"3,292",04:29
2013/01,Medical Emergencies,Staten Island,865,04:33
2013/01,Medical Emergencies,Brooklyn,"5,330",03:57
2013/01,Medical Emergencies,Queens,"3,687",04:31
2013/01,Medical False Alarm,Citywide,201,04:19
2013/01,Medical False Alarm,Manhattan,32,04:03
2013/01,Medical False Alarm,Bronx,48,04:59
2013/01,Medical False Alarm,Staten Island,15,04:15
2013/01,Medical False Alarm,Brooklyn,69,03:58
2013/01,Medical False Alarm,Queens,37,04:25
2013/01,NonMedical Emergencies,Citywide,"18,431",05:14
2013/01,NonMedical Emergencies,Manhattan,"4,971",05:14
2013/01,NonMedical Emergencies,Bronx,"3,434",05:25
2013/01,NonMedical Emergencies,Staten Island,"1,086",05:38
2013/01,NonMedical Emergencies,Brooklyn,"5,306",04:49
2013/01,NonMedical Emergencies,Queens,"3,634",05:31
2013/01,NonStructural Fires,Citywide,"1,045",04:18
2013/01,NonStructural Fires,Manhattan,277,04:19
2013/01,NonStructural Fires,Bronx,191,04:31
2013/01,NonStructural Fires,Staten Island,62,05:11
2013/01,NonStructural Fires,Brooklyn,272,03:51
2013/01,NonStructural Fires,Queens,243,04:24
2013/01,Structural Fires,Citywide,"2,172",03:58
2013/01,Structural Fires,Manhattan,503,04:05
2013/01,Structural Fires,Bronx,443,04:05
2013/01,Structural Fires,Staten Island,108,04:29
2013/01,Structural Fires,Brooklyn,677,03:33
2013/01,Structural Fires,Queens,441,04:14
2013/02,All Fire/Emergency Incidents,Citywide,"35,050",04:44
2013/02,All Fire/Emergency Incidents,Manhattan,"9,142",04:53
2013/02,All Fire/Emergency Incidents,Bronx,"7,076",04:57
2013/02,All Fire/Emergency Incidents,Staten Island,"1,781",05:04
2013/02,All Fire/Emergency Incidents,Brooklyn,"10,141",04:18
2013/02,All Fire/Emergency Incidents,Queens,"6,910",04:55
2013/02,False Alarm,Citywide,"1,221",04:38
2013/02,False Alarm,Manhattan,269,04:50
2013/02,False Alarm,Bronx,296,04:45
2013/02,False Alarm,Staten Island,92,05:03
2013/02,False Alarm,Brooklyn,290,04:04
2013/02,False Alarm,Queens,274,04:46
2013/02,Medical Emergencies,Citywide,"15,253",04:22
2013/02,Medical Emergencies,Manhattan,"3,922",04:25
2013/02,Medical Emergencies,Bronx,"2,999",04:32
2013/02,Medical Emergencies,Staten Island,775,04:35
2013/02,Medical Emergencies,Brooklyn,"4,473",04:02
2013/02,Medical Emergencies,Queens,"3,084",04:35
2013/02,Medical False Alarm,Citywide,179,04:20
2013/02,Medical False Alarm,Manhattan,31,04:53
2013/02,Medical False Alarm,Bronx,44,04:37
2013/02,Medical False Alarm,Staten Island,8,04:14
2013/02,Medical False Alarm,Brooklyn,58,03:56
2013/02,Medical False Alarm,Queens,38,04:11
2013/02,NonMedical Emergencies,Citywide,"15,012",05:10
2013/02,NonMedical Emergencies,Manhattan,"4,025",05:18
2013/02,NonMedical Emergencies,Bronx,"3,111",05:24
2013/02,NonMedical Emergencies,Staten Island,810,05:32
2013/02,NonMedical Emergencies,Brooklyn,"4,223",04:42
2013/02,NonMedical Emergencies,Queens,"2,843",05:19
2013/02,NonStructural Fires,Citywide,"1,447",04:23
2013/02,NonStructural Fires,Manhattan,426,04:40
2013/02,NonStructural Fires,Bronx,194,04:34
2013/02,NonStructural Fires,Staten Island,25,04:38
2013/02,NonStructural Fires,Brooklyn,475,03:51
2013/02,NonStructural Fires,Queens,327,04:42
2013/02,Structural Fires,Citywide,"1,938",04:06
2013/02,Structural Fires,Manhattan,469,04:16
2013/02,Structural Fires,Bronx,432,04:08
2013/02,Structural Fires,Staten Island,71,04:26
2013/02,Structural Fires,Brooklyn,622,03:41
2013/02,Structural Fires,Queens,344,04:30
2013/03,All Fire/Emergency Incidents,Citywide,"37,209",04:38
2013/03,All Fire/Emergency Incidents,Manhattan,"9,773",04:49
2013/03,All Fire/Emergency Incidents,Bronx,"7,430",04:52
2013/03,All Fire/Emergency Incidents,Staten Island,"1,973",04:42
2013/03,All Fire/Emergency Incidents,Brooklyn,"10,725",04:10
2013/03,All Fire/Emergency Incidents,Queens,"7,308",04:49
2013/03,False Alarm,Citywide,"1,397",04:31
2013/03,False Alarm,Manhattan,339,04:36
2013/03,False Alarm,Bronx,329,04:58
2013/03,False Alarm,Staten Island,113,04:40
2013/03,False Alarm,Brooklyn,325,03:51
2013/03,False Alarm,Queens,291,04:36
2013/03,Medical Emergencies,Citywide,"17,082",04:19
2013/03,Medical Emergencies,Manhattan,"4,433",04:30
2013/03,Medical Emergencies,Bronx,"3,346",04:24
2013/03,Medical Emergencies,Staten Island,910,04:32
2013/03,Medical Emergencies,Brooklyn,"4,925",03:58
2013/03,Medical Emergencies,Queens,"3,468",04:31
2013/03,Medical False Alarm,Citywide,251,04:07
2013/03,Medical False Alarm,Manhattan,58,04:17
2013/03,Medical False Alarm,Bronx,56,04:21
2013/03,Medical False Alarm,Staten Island,14,03:46
2013/03,Medical False Alarm,Brooklyn,78,03:47
2013/03,Medical False Alarm,Queens,45,04:20
2013/03,NonMedical Emergencies,Citywide,"14,863",05:03
2013/03,NonMedical Emergencies,Manhattan,"4,032",05:12
2013/03,NonMedical Emergencies,Bronx,"3,064",05:23
2013/03,NonMedical Emergencies,Staten Island,762,04:58
2013/03,NonMedical Emergencies,Brooklyn,"4,179",04:33
2013/03,NonMedical Emergencies,Queens,"2,826",05:13
2013/03,NonStructural Fires,Citywide,"1,300",04:21
2013/03,NonStructural Fires,Manhattan,336,04:27
2013/03,NonStructural Fires,Bronx,156,04:46
2013/03,NonStructural Fires,Staten Island,61,04:33
2013/03,NonStructural Fires,Brooklyn,466,03:52
2013/03,NonStructural Fires,Queens,281,04:33
2013/03,Structural Fires,Citywide,"2,316",04:00
2013/03,Structural Fires,Manhattan,575,04:10
2013/03,Structural Fires,Bronx,479,04:00
2013/03,Structural Fires,Staten Island,113,04:20
2013/03,Structural Fires,Brooklyn,752,03:35
2013/03,Structural Fires,Queens,397,04:29
2013/04,All Fire/Emergency Incidents,Citywide,"36,643",04:38
2013/04,All Fire/Emergency Incidents,Manhattan,"9,935",04:47
2013/04,All Fire/Emergency Incidents,Bronx,"7,304",04:48
2013/04,All Fire/Emergency Incidents,Staten Island,"1,926",04:52
2013/04,All Fire/Emergency Incidents,Brooklyn,"10,390",04:13
2013/04,All Fire/Emergency Incidents,Queens,"7,088",04:46
2013/04,False Alarm,Citywide,"1,500",04:36
2013/04,False Alarm,Manhattan,322,04:39
2013/04,False Alarm,Bronx,349,04:54
2013/04,False Alarm,Staten Island,150,04:51
2013/04,False Alarm,Brooklyn,341,04:02
2013/04,False Alarm,Queens,338,04:41
2013/04,Medical Emergencies,Citywide,"16,998",04:15
2013/04,Medical Emergencies,Manhattan,"4,693",04:21
2013/04,Medical Emergencies,Bronx,"3,199",04:19
2013/04,Medical Emergencies,Staten Island,840,04:41
2013/04,Medical Emergencies,Brooklyn,"4,926",03:56
2013/04,Medical Emergencies,Queens,"3,340",04:25
2013/04,Medical False Alarm,Citywide,217,04:14
2013/04,Medical False Alarm,Manhattan,64,04:38
2013/04,Medical False Alarm,Bronx,51,04:12
2013/04,Medical False Alarm,Staten Island,2,05:45
2013/04,Medical False Alarm,Brooklyn,66,03:45
2013/04,Medical False Alarm,Queens,34,04:17
2013/04,NonMedical Emergencies,Citywide,"14,589",05:04
2013/04,NonMedical Emergencies,Manhattan,"4,010",05:14
2013/04,NonMedical Emergencies,Bronx,"3,056",05:18
2013/04,NonMedical Emergencies,Staten Island,748,05:01
2013/04,NonMedical Emergencies,Brooklyn,"4,074",04:39
2013/04,NonMedical Emergencies,Queens,"2,701",05:12
2013/04,NonStructural Fires,Citywide,"1,316",04:33
2013/04,NonStructural Fires,Manhattan,340,04:30
2013/04,NonStructural Fires,Bronx,208,04:54
2013/04,NonStructural Fires,Staten Island,98,05:32
2013/04,NonStructural Fires,Brooklyn,379,03:56
2013/04,NonStructural Fires,Queens,291,04:53
2013/04,Structural Fires,Citywide,"2,023",04:00
2013/04,Structural Fires,Manhattan,506,04:13
2013/04,Structural Fires,Bronx,441,04:03
2013/04,Structural Fires,Staten Island,88,04:22
2013/04,Structural Fires,Brooklyn,604,03:35
2013/04,Structural Fires,Queens,384,04:17
2013/05,All Fire/Emergency Incidents,Citywide,"41,074",04:40
2013/05,All Fire/Emergency Incidents,Manhattan,"11,150",04:52
2013/05,All Fire/Emergency Incidents,Bronx,"8,127",04:51
2013/05,All Fire/Emergency Incidents,Staten Island,"2,091",04:54
2013/05,All Fire/Emergency Incidents,Brooklyn,"11,738",04:13
2013/05,All Fire/Emergency Incidents,Queens,"7,968",04:48
2013/05,False Alarm,Citywide,"1,751",04:38
2013/05,False Alarm,Manhattan,386,04:55
2013/05,False Alarm,Bronx,437,04:38
2013/05,False Alarm,Staten Island,143,05:05
2013/05,False Alarm,Brooklyn,371,04:05
2013/05,False Alarm,Queens,414,04:44
2013/05,Medical Emergencies,Citywide,"19,232",04:12
2013/05,Medical Emergencies,Manhattan,"5,328",04:20
2013/05,Medical Emergencies,Bronx,"3,654",04:18
2013/05,Medical Emergencies,Staten Island,924,04:32
2013/05,Medical Emergencies,Brooklyn,"5,647",03:52
2013/05,Medical Emergencies,Queens,"3,679",04:23
2013/05,Medical False Alarm,Citywide,305,04:24
2013/05,Medical False Alarm,Manhattan,90,04:27
2013/05,Medical False Alarm,Bronx,67,04:31
2013/05,Medical False Alarm,Staten Island,15,04:02
2013/05,Medical False Alarm,Brooklyn,85,04:07
2013/05,Medical False Alarm,Queens,48,04:46
2013/05,NonMedical Emergencies,Citywide,"16,503",05:10
2013/05,NonMedical Emergencies,Manhattan,"4,563",05:22
2013/05,NonMedical Emergencies,Bronx,"3,329",05:27
2013/05,NonMedical Emergencies,Staten Island,828,05:14
2013/05,NonMedical Emergencies,Brooklyn,"4,647",04:41
2013/05,NonMedical Emergencies,Queens,"3,136",05:16
2013/05,NonStructural Fires,Citywide,"1,135",04:24
2013/05,NonStructural Fires,Manhattan,277,04:33
2013/05,NonStructural Fires,Bronx,182,04:32
2013/05,NonStructural Fires,Staten Island,55,05:19
2013/05,NonStructural Fires,Brooklyn,347,03:57
2013/05,NonStructural Fires,Queens,274,04:35
2013/05,Structural Fires,Citywide,"2,148",04:10
2013/05,Structural Fires,Manhattan,506,04:19
2013/05,Structural Fires,Bronx,458,04:15
2013/05,Structural Fires,Staten Island,126,04:35
2013/05,Structural Fires,Brooklyn,641,03:40
2013/05,Structural Fires,Queens,417,04:30
2013/06,All Fire/Emergency Incidents,Citywide,"42,413",04:44
2013/06,All Fire/Emergency Incidents,Manhattan,"11,690",04:55
2013/06,All Fire/Emergency Incidents,Bronx,"8,244",05:00
2013/06,All Fire/Emergency Incidents,Staten Island,"2,229",04:52
2013/06,All Fire/Emergency Incidents,Brooklyn,"11,832",04:16
2013/06,All Fire/Emergency Incidents,Queens,"8,418",04:53
2013/06,False Alarm,Citywide,"2,012",04:42
2013/06,False Alarm,Manhattan,440,05:01
2013/06,False Alarm,Bronx,482,04:53
2013/06,False Alarm,Staten Island,170,04:58
2013/06,False Alarm,Brooklyn,413,04:07
2013/06,False Alarm,Queens,507,04:40
2013/06,Medical Emergencies,Citywide,"19,923",04:14
2013/06,Medical Emergencies,Manhattan,"5,567",04:22
2013/06,Medical Emergencies,Bronx,"3,616",04:24
2013/06,Medical Emergencies,Staten Island,958,04:28
2013/06,Medical Emergencies,Brooklyn,"5,880",03:52
2013/06,Medical Emergencies,Queens,"3,902",04:26
2013/06,Medical False Alarm,Citywide,426,04:19
2013/06,Medical False Alarm,Manhattan,126,04:28
2013/06,Medical False Alarm,Bronx,88,04:34
2013/06,Medical False Alarm,Staten Island,14,04:22
2013/06,Medical False Alarm,Brooklyn,126,03:59
2013/06,Medical False Alarm,Queens,72,04:23
2013/06,NonMedical Emergencies,Citywide,"17,145",05:18
2013/06,NonMedical Emergencies,Manhattan,"4,855",05:26
2013/06,NonMedical Emergencies,Bronx,"3,496",05:35
2013/06,NonMedical Emergencies,Staten Island,925,05:16
2013/06,NonMedical Emergencies,Brooklyn,"4,538",04:50
2013/06,NonMedical Emergencies,Queens,"3,331",05:26
2013/06,NonStructural Fires,Citywide,"1,055",04:21
2013/06,NonStructural Fires,Manhattan,267,04:23
2013/06,NonStructural Fires,Bronx,164,04:35
2013/06,NonStructural Fires,Staten Island,64,04:25
2013/06,NonStructural Fires,Brooklyn,293,03:52
2013/06,NonStructural Fires,Queens,267,04:41
2013/06,Structural Fires,Citywide,"1,852",04:09
2013/06,Structural Fires,Manhattan,435,04:22
2013/06,Structural Fires,Bronx,398,04:19
2013/06,Structural Fires,Staten Island,98,04:30
2013/06,Structural Fires,Brooklyn,582,03:35
2013/06,Structural Fires,Queens,339,04:37
2013/07,All Fire/Emergency Incidents,Citywide,"46,222",04:45
2013/07,All Fire/Emergency Incidents,Manhattan,"12,420",04:56
2013/07,All Fire/Emergency Incidents,Bronx,"9,600",05:01
2013/07,All Fire/Emergency Incidents,Staten Island,"2,283",04:50
2013/07,All Fire/Emergency Incidents,Brooklyn,"12,833",04:17
2013/07,All Fire/Emergency Incidents,Queens,"9,086",04:54
2013/07,False Alarm,Citywide,"2,172",04:38
2013/07,False Alarm,Manhattan,459,04:40
2013/07,False Alarm,Bronx,606,04:47
2013/07,False Alarm,Staten Island,173,04:39
2013/07,False Alarm,Brooklyn,481,04:06
2013/07,False Alarm,Queens,453,04:55
2013/07,Medical Emergencies,Citywide,"20,854",04:17
2013/07,Medical Emergencies,Manhattan,"5,732",04:26
2013/07,Medical Emergencies,Bronx,"4,035",04:22
2013/07,Medical Emergencies,Staten Island,971,04:26
2013/07,Medical Emergencies,Brooklyn,"6,020",03:57
2013/07,Medical Emergencies,Queens,"4,096",04:29
2013/07,Medical False Alarm,Citywide,417,04:11
2013/07,Medical False Alarm,Manhattan,108,04:06
2013/07,Medical False Alarm,Bronx,87,04:32
2013/07,Medical False Alarm,Staten Island,23,04:17
2013/07,Medical False Alarm,Brooklyn,128,03:39
2013/07,Medical False Alarm,Queens,71,04:49
2013/07,NonMedical Emergencies,Citywide,"19,609",05:15
